time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
0.005000,0.000000,0.000000,0.000000,0.000016
0.010000,0.000000,0.000000,0.000002,0.000017
0.015000,0.000000,0.000000,0.000005,0.000020
0.020000,0.000000,0.000000,0.000012,0.000021
0.025000,0.000000,0.000000,0.000018,0.000029
0.030000,0.000000,0.000001,0.000019,0.000034
0.035000,0.000000,0.000001,0.000010,0.000031
0.040000,0.000000,0.000001,-0.000016,0.000018
0.045000,0.000000,0.000001,-0.000061,-0.000025
0.050000,-0.000000,0.000001,-0.000123,-0.000068
0.055000,-0.000001,0.000000,-0.000201,-0.000152
0.060000,-0.000003,-0.000000,-0.000290,-0.000218
0.065000,-0.000004,-0.000002,-0.000386,-0.000335
0.070000,-0.000006,-0.000003,-0.000483,-0.000414
0.075000,-0.000009,-0.000006,-0.000573,-0.000530
0.080000,-0.000012,-0.000008,-0.000653,-0.000577
0.085000,-0.000016,-0.000012,-0.000720,-0.000650
0.090000,-0.000020,-0.000014,-0.000776,-0.000671
0.095000,-0.000024,-0.000018,-0.000824,-0.000710
0.100000,-0.000028,-0.000021,-0.000868,-0.000742
0.105000,-0.000032,0.003504,-0.000908,0.100649
0.110000,-0.000037,0.003907,-0.000946,0.100605
0.115000,-0.000042,0.004511,-0.000981,0.100563
0.120000,-0.000047,0.004913,-0.001012,0.100538
0.125000,-0.000052,0.005516,-0.001038,0.100504
0.130000,-0.000057,0.005918,-0.001060,0.100484
0.135000,-0.000063,0.006521,-0.001077,0.100457
0.140000,-0.000068,0.006923,-0.001087,0.100444
0.145000,-0.000073,0.007525,-0.001090,0.100432
0.150000,-0.000079,0.007927,-0.001087,0.100444
0.155000,-0.000084,0.008530,-0.001076,0.100453
0.160000,-0.000090,0.008932,-0.001058,0.100497
0.165000,-0.000095,0.009535,-0.001032,0.100531
0.170000,-0.000100,0.009937,-0.000997,0.100545
0.175000,-0.000105,0.010540,-0.000951,0.100596
0.180000,-0.000109,0.010942,-0.000900,0.100631
0.185000,-0.000114,0.011546,-0.000847,0.100694
0.190000,-0.000118,0.011949,-0.000796,0.100735
0.195000,-0.000122,0.012554,-0.000744,0.100794
0.200000,-0.000125,0.012957,-0.000694,0.100833
0.205000,-0.000128,0.002046,-0.000648,0.061552
0.210000,-0.000132,0.002292,-0.000609,0.061585
0.215000,-0.000134,0.002662,-0.000579,0.061620
0.220000,-0.000137,0.002908,-0.000558,0.061634
0.225000,-0.000140,0.003278,-0.000546,0.061646
0.230000,-0.000143,0.003525,-0.000543,0.061656
0.235000,-0.000145,0.003894,-0.000548,0.061651
0.240000,-0.000148,0.004141,-0.000558,0.061630
0.245000,-0.000151,0.004511,-0.000572,0.061610
0.250000,-0.000154,0.004758,-0.000586,0.061627
0.255000,-0.000157,0.005127,-0.000595,0.061613
0.260000,-0.000160,0.005374,-0.000595,0.061617
0.265000,-0.000163,0.005744,-0.000584,0.061624
0.270000,-0.000166,0.005990,-0.000563,0.061635
0.275000,-0.000168,0.006360,-0.000535,0.061664
0.280000,-0.000171,0.006606,-0.000502,0.061690
0.285000,-0.000173,0.006977,-0.000465,0.061733
0.290000,-0.000176,0.007224,-0.000432,0.061762
0.295000,-0.000178,0.007594,-0.000407,0.061798
0.300000,-0.000180,0.007842,-0.000392,0.061815
0.305000,-0.000182,-0.004183,-0.000387,0.030483
0.310000,-0.000184,-0.004061,-0.000390,0.030480
0.314999,-0.000186,-0.003878,-0.000398,0.030473
0.319999,-0.000188,-0.003756,-0.000414,0.030462
0.324999,-0.000190,-0.003574,-0.000437,0.030438
0.329999,-0.000192,-0.003452,-0.000467,0.030425
0.334999,-0.000194,-0.003269,-0.000502,0.030386
0.339999,-0.000197,-0.003148,-0.000541,0.030388
0.344999,-0.000200,-0.002965,-0.000585,0.030352
0.349999,-0.000203,-0.002844,-0.000634,0.030305
0.354999,-0.000206,-0.002662,-0.000686,0.030258
0.359999,-0.000210,-0.002542,-0.000738,0.030206
0.364999,-0.000214,-0.002360,-0.000789,0.030154
0.369999,-0.000218,-0.002240,-0.000836,0.030072
0.374999,-0.000222,-0.002060,-0.000873,0.030020
0.379999,-0.000227,-0.001940,-0.000899,0.029998
0.384999,-0.000231,-0.001760,-0.000913,0.029974
0.389999,-0.000236,-0.001640,-0.000918,0.029975
0.394998,-0.000240,-0.001460,-0.000918,0.029974
0.399998,-0.000245,-0.001340,-0.000913,0.029957
0.404998,-0.000249,0.003287,-0.000904,0.060327
0.409998,-0.000254,0.003528,-0.000890,0.060336
0.414998,-0.000258,0.003890,-0.000870,0.060354
0.419998,-0.000263,0.004132,-0.000846,0.060366
0.424998,-0.000267,0.004494,-0.000815,0.060397
0.429998,-0.000271,0.004736,-0.000779,0.060428
0.434998,-0.000274,0.005098,-0.000738,0.060475
0.439998,-0.000278,0.005340,-0.000691,0.060516
0.444998,-0.000281,0.005704,-0.000636,0.060579
0.449998,-0.000284,0.005946,-0.000573,0.060639
0.454998,-0.000287,0.006310,-0.000501,0.060729
0.459998,-0.000289,0.006553,-0.000425,0.060787
0.464998,-0.000291,0.006918,-0.000346,0.060887
0.469997,-0.000293,0.007161,-0.000268,0.060932
0.474997,-0.000294,0.007527,-0.000195,0.061016
0.479997,-0.000295,0.007771,-0.000133,0.061065
0.484997,-0.000295,0.008138,-0.000083,0.061128
0.489997,-0.000295,0.008382,-0.000048,0.061166
0.494997,-0.000295,0.008749,-0.000026,0.061199
0.499997,-0.000296,0.008994,-0.000011,0.061216
0.504997,-0.000296,0.010266,0.000003,0.077759
0.509997,-0.000296,0.010577,0.000020,0.077776
0.514997,-0.000295,0.011044,0.000045,0.077806
0.519997,-0.000295,0.011355,0.000079,0.077830
0.524997,-0.000295,0.011822,0.000124,0.077881
0.529997,-0.000294,0.012134,0.000182,0.077918
0.534997,-0.000293,0.012602,0.000253,0.077997
0.539997,-0.000291,0.012914,0.000338,0.078054
0.544997,-0.000289,0.013382,0.000438,0.078166
0.549996,-0.000287,0.013695,0.000552,0.078273
0.554996,-0.000283,0.014165,0.000677,0.078420
0.559996,-0.000280,0.014479,0.000810,0.078547
0.564996,-0.000275,0.014951,0.000941,0.078711
0.569996,-0.000270,0.015265,0.001063,0.078766
0.574996,-0.000264,0.015738,0.001170,0.078903
0.579996,-0.000258,0.016054,0.001258,0.078992
0.584996,-0.000252,0.016528,0.001323,0.079084
0.589996,-0.000245,0.016844,0.001364,0.079111
0.594996,-0.000238,0.017319,0.001382,0.079143
0.599996,-0.000231,0.017635,0.001377,0.079139
0.604996,-0.000225,0.030063,0.001351,0.058491
0.609996,-0.000218,0.030297,0.001310,0.058461
0.614996,-0.000211,0.030648,0.001262,0.058400
0.619996,-0.000205,0.030881,0.001214,0.058369
0.624996,-0.000199,0.031231,0.001171,0.058313
0.629995,-0.000194,0.031465,0.001135,0.058260
0.634995,-0.000188,0.031814,0.001107,0.058213
0.639995,-0.000183,0.032047,0.001088,0.058155
0.644995,-0.000177,0.032396,0.001081,0.058119
0.649995,-0.000172,0.032629,0.001085,0.058173
0.654995,-0.000166,0.032978,0.001099,0.058185
0.659995,-0.000161,0.033210,0.001116,0.058199
0.664995,-0.000155,0.033560,0.001132,0.058220
0.669995,-0.000149,0.033792,0.001145,0.058206
0.674995,-0.000144,0.034141,0.001155,0.058212
0.679995,-0.000138,0.034374,0.001169,0.058158
0.684995,-0.000132,0.034723,0.001189,0.058156
0.689995,-0.000126,0.034956,0.001215,0.058266
0.694995,-0.000120,0.035306,0.001248,0.058304
0.699995,-0.000113,0.035538,0.001286,0.058233
0.704994,-0.000107,0.031659,0.001323,0.026767
0.709994,-0.000100,0.031763,0.001359,0.026862
0.714994,-0.000093,0.031925,0.001392,0.026900
0.719994,-0.000086,0.032032,0.001424,0.026893
0.724994,-0.000079,0.032194,0.001448,0.026916
0.729994,-0.000072,0.032301,0.001460,0.026899
0.734994,-0.000064,0.032463,0.001453,0.026888
0.739994,-0.000057,0.032571,0.001425,0.026919
0.744994,-0.000050,0.032732,0.001375,0.026873
0.749994,-0.000044,0.032840,0.001304,0.026816
0.754994,-0.000037,0.033000,0.001214,0.026717
0.759994,-0.000032,0.033107,0.001109,0.026638
0.764994,-0.000026,0.033267,0.000996,0.026505
0.769994,-0.000022,0.033373,0.000883,0.026402
0.774994,-0.000018,0.033531,0.000774,0.026265
0.779994,-0.000014,0.033636,0.000671,0.026183
0.784993,-0.000011,0.033793,0.000571,0.026059
0.789993,-0.000008,0.033897,0.000476,0.026017
0.794993,-0.000006,0.034053,0.000385,0.025912
0.799993,-0.000005,0.034157,0.000293,0.025868
0.804993,-0.000003,0.044600,0.000199,0.060032
0.809993,-0.000003,0.044843,0.000099,0.059882
0.814993,-0.000003,0.045202,-0.000005,0.059754
0.819993,-0.000003,0.045442,-0.000113,0.059595
0.824993,-0.000004,0.045799,-0.000219,0.059451
0.829993,-0.000005,0.046037,-0.000321,0.059441
0.834993,-0.000007,0.046393,-0.000417,0.059320
0.839993,-0.000009,0.046630,-0.000506,0.059223
0.844993,-0.000012,0.046985,-0.000589,0.059113
0.849993,-0.000015,0.047222,-0.000668,0.059042
0.854993,-0.000019,0.047576,-0.000742,0.058942
0.859993,-0.000023,0.047812,-0.000810,0.058928
0.864992,-0.000027,0.048165,-0.000875,0.058850
0.869992,-0.000032,0.048401,-0.000936,0.058814
0.874992,-0.000037,0.048754,-0.000994,0.058747
0.879992,-0.000042,0.048988,-0.001054,0.058681
0.884992,-0.000047,0.049340,-0.001116,0.058608
0.889992,-0.000053,0.049575,-0.001185,0.058566
0.894992,-0.000059,0.049926,-0.001260,0.058480
0.899992,-0.000066,0.050159,-0.001338,0.058387
0.904992,-0.000073,0.048327,-0.001421,0.060119
0.909992,-0.000080,0.048566,-0.001509,0.060077
0.914992,-0.000088,0.048926,-0.001606,0.059970
0.919992,-0.000096,0.049166,-0.001714,0.059878
0.924992,-0.000105,0.049525,-0.001837,0.059739
0.929992,-0.000115,0.049764,-0.001976,0.059644
0.934992,-0.000125,0.050122,-0.002137,0.059465
0.939991,-0.000136,0.050359,-0.002319,0.059269
0.944991,-0.000148,0.050714,-0.002518,0.059037
0.949991,-0.000162,0.050950,-0.002731,0.058896
0.954991,-0.000176,0.051303,-0.002949,0.058633
0.959991,-0.000191,0.051538,-0.003161,0.058512
0.964991,-0.000208,0.051889,-0.003364,0.058260
0.969991,-0.000225,0.052121,-0.003550,0.058084
0.974991,-0.000243,0.052469,-0.003715,0.057872
0.979991,-0.000262,0.052701,-0.003853,0.057744
0.984991,-0.000282,0.053047,-0.003966,0.057594
0.989991,-0.000302,0.053277,-0.004053,0.057513
0.994991,-0.000323,0.053622,-0.004114,0.057420
0.999991,-0.000343,0.053852,-0.004149,0.057402
1.004991,-0.000364,0.039014,-0.004164,0.023547
1.009991,-0.000385,0.039109,-0.004162,0.023535
1.014991,-0.000406,0.039250,-0.004150,0.023546
1.019992,-0.000426,0.039344,-0.004130,0.023586
1.024992,-0.000447,0.039486,-0.004105,0.023622
1.029992,-0.000467,0.039580,-0.004078,0.023643
1.034992,-0.000488,0.039722,-0.004049,0.023684
1.039993,-0.000508,0.039817,-0.004016,0.023737
1.044993,-0.000528,0.039960,-0.003974,0.023795
1.049993,-0.000548,0.040055,-0.003921,0.023807
1.054993,-0.000567,0.040198,-0.003856,0.023884
1.059994,-0.000586,0.040293,-0.003778,0.023951
1.064994,-0.000605,0.040437,-0.003689,0.024060
1.069994,-0.000623,0.040533,-0.003590,0.024099
1.074994,-0.000640,0.040678,-0.003481,0.024224
1.079994,-0.000657,0.040775,-0.003362,0.024349
1.084995,-0.000674,0.040922,-0.003237,0.024502
1.089995,-0.000690,0.041019,-0.003110,0.024574
1.094995,-0.000705,0.041167,-0.002981,0.024729
1.099995,-0.000719,0.041266,-0.002850,0.024832
1.104996,-0.000733,0.040398,-0.002711,0.000477
1.109996,-0.000746,0.040398,-0.002561,0.000643
1.114996,-0.000759,0.040402,-0.002397,0.000834
1.119996,-0.000770,0.040406,-0.002219,0.000949
1.124997,-0.000781,0.040412,-0.002028,0.001170
1.129997,-0.000790,0.040417,-0.001823,0.001331
1.134997,-0.000799,0.040425,-0.001609,0.001581
1.139997,-0.000806,0.040432,-0.001388,0.001732
1.144997,-0.000812,0.040443,-0.001163,0.002001
1.149998,-0.000817,0.040451,-0.000935,0.002177
1.154998,-0.000821,0.040464,-0.000710,0.002452
1.159998,-0.000824,0.040474,-0.000491,0.002627
1.164998,-0.000826,0.040491,-0.000284,0.002884
1.169999,-0.000827,0.040502,-0.000088,0.003049
1.174999,-0.000827,0.040521,0.000104,0.003282
1.179999,-0.000826,0.040534,0.000297,0.003438
1.184999,-0.000824,0.040555,0.000499,0.003677
1.190000,-0.000820,0.040570,0.000713,0.003833
1.195000,-0.000816,0.040594,0.000940,0.004113
1.200000,-0.000811,0.040610,0.001181,0.004317
1.205000,-0.000804,0.064429,0.001430,0.071176
1.210001,-0.000796,0.064714,0.001685,0.071383
1.215001,-0.000787,0.065143,0.001938,0.071706
1.220001,-0.000777,0.065430,0.002179,0.071918
1.225001,-0.000765,0.065862,0.002404,0.072206
1.230001,-0.000752,0.066151,0.002608,0.072381
1.235002,-0.000739,0.066585,0.002789,0.072621
1.240002,-0.000724,0.066876,0.002948,0.072770
1.245002,-0.000709,0.067313,0.003088,0.072944
1.250002,-0.000693,0.067605,0.003216,0.073047
1.255003,-0.000677,0.068044,0.003336,0.073193
1.260003,-0.000660,0.068336,0.003450,0.073288
1.265003,-0.000642,0.068776,0.003557,0.073418
1.270003,-0.000624,0.069070,0.003656,0.073490
1.275004,-0.000606,0.069511,0.003741,0.073604
1.280004,-0.000587,0.069806,0.003808,0.073667
1.285004,-0.000568,0.070248,0.003850,0.073738
1.290004,-0.000548,0.070543,0.003865,0.073762
1.295004,-0.000529,0.070986,0.003855,0.073769
1.300005,-0.000510,0.071281,0.003821,0.073751
1.305005,-0.000491,0.069185,0.003767,0.055221
1.310005,-0.000472,0.069407,0.003694,0.055128
1.315005,-0.000454,0.069737,0.003604,0.055022
1.320006,-0.000436,0.069957,0.003501,0.054987
1.325006,-0.000419,0.070287,0.003384,0.054858
1.330006,-0.000403,0.070506,0.003254,0.054810
1.335006,-0.000387,0.070835,0.003111,0.054657
1.340007,-0.000372,0.071054,0.002963,0.054585
1.345007,-0.000357,0.071381,0.002817,0.054426
1.350007,-0.000344,0.071598,0.002675,0.054257
1.355007,-0.000331,0.071923,0.002537,0.054096
1.360008,-0.000318,0.072139,0.002409,0.053942
1.365008,-0.000307,0.072462,0.002292,0.053794
1.370008,-0.000296,0.072677,0.002184,0.053669
1.375008,-0.000285,0.072999,0.002086,0.053539
1.380008,-0.000275,0.073213,0.001999,0.053463
1.385009,-0.000265,0.073533,0.001924,0.053361
1.390009,-0.000256,0.073746,0.001857,0.053247
1.395009,-0.000247,0.074065,0.001796,0.053156
1.400009,-0.000238,0.074278,0.001741,0.053114
1.405010,-0.000229,0.067102,0.001692,0.030061
1.410010,-0.000221,0.067222,0.001647,0.030020
1.415010,-0.000213,0.067402,0.001604,0.029964
1.420010,-0.000205,0.067521,0.001563,0.029952
1.425011,-0.000197,0.067701,0.001522,0.029902
1.430011,-0.000190,0.067821,0.001482,0.029842
1.435011,-0.000182,0.068000,0.001447,0.029792
1.440011,-0.000175,0.068119,0.001421,0.029767
1.445011,-0.000168,0.068297,0.001407,0.029737
1.450012,-0.000161,0.068416,0.001405,0.029737
1.455012,-0.000154,0.068595,0.001418,0.029741
1.460012,-0.000147,0.068714,0.001446,0.029758
1.465012,-0.000140,0.068892,0.001490,0.029801
1.470013,-0.000132,0.069012,0.001548,0.029837
1.475013,-0.000124,0.069191,0.001620,0.029914
1.480013,-0.000116,0.069311,0.001701,0.029976
1.485013,-0.000107,0.069491,0.001789,0.030077
1.490014,-0.000098,0.069611,0.001881,0.030164
1.495014,-0.000088,0.069792,0.001969,0.030274
1.500014,-0.000078,0.069913,0.002048,0.030347
1.505014,-0.000067,0.069258,0.002113,0.034617
1.510015,-0.000057,0.069397,0.002161,0.034662
1.515015,-0.000046,0.069605,0.002191,0.034708
1.520015,-0.000035,0.069744,0.002208,0.034715
1.525015,-0.000024,0.069952,0.002215,0.034726
1.530015,-0.000013,0.070091,0.002219,0.034742
1.535016,-0.000002,0.070299,0.002224,0.034748
1.540016,0.000010,0.070438,0.002237,0.034765
1.545016,0.000021,0.070647,0.002258,0.034793
1.550016,0.000032,0.070786,0.002285,0.034811
1.555017,0.000044,0.070995,0.002313,0.034852
1.560017,0.000055,0.071134,0.002337,0.034821
1.565017,0.000067,0.071343,0.002355,0.034835
1.570017,0.000079,0.071483,0.002366,0.034899
1.575018,0.000091,0.071692,0.002368,0.034914
1.580018,0.000103,0.071832,0.002361,0.034884
1.585018,0.000114,0.072041,0.002343,0.034864
1.590018,0.000126,0.072180,0.002318,0.034844
1.595019,0.000137,0.072389,0.002286,0.034807
1.600019,0.000149,0.072529,0.002244,0.034816
1.605019,0.000160,0.085632,0.002190,0.069113
1.610019,0.000171,0.085908,0.002122,0.069071
1.615019,0.000181,0.086322,0.002040,0.068988
1.620020,0.000191,0.086598,0.001946,0.068914
1.625020,0.000200,0.087011,0.001848,0.068800
1.630020,0.000209,0.087287,0.001749,0.068720
1.635020,0.000218,0.087699,0.001660,0.068608
1.640021,0.000226,0.087973,0.001581,0.068540
1.645021,0.000233,0.088384,0.001512,0.068453
1.650021,0.000241,0.088658,0.001451,0.068397
1.655021,0.000248,0.089068,0.001396,0.068324
1.660022,0.000255,0.089341,0.001346,0.068268
1.665022,0.000261,0.089751,0.001297,0.068196
1.670022,0.000268,0.090024,0.001248,0.068166
1.675022,0.000274,0.090432,0.001200,0.068102
1.680022,0.000280,0.090705,0.001150,0.068086
1.685023,0.000285,0.091113,0.001100,0.068031
1.690023,0.000291,0.091385,0.001045,0.067981
1.695023,0.000296,0.091793,0.000986,0.067913
1.700023,0.000300,0.092065,0.000920,0.067863
1.705024,0.000305,0.080303,0.000849,0.085944
1.710024,0.000309,0.080646,0.000772,0.085883
1.715024,0.000312,0.081161,0.000691,0.085787
1.720024,0.000316,0.081504,0.000607,0.085726
1.725025,0.000318,0.082019,0.000520,0.085624
1.730025,0.000321,0.082361,0.000431,0.085571
1.735025,0.000323,0.082874,0.000339,0.085464
1.740025,0.000324,0.083216,0.000247,0.085375
1.745026,0.000325,0.083728,0.000156,0.085264
1.750026,0.000325,0.084069,0.000071,0.085197
1.755026,0.000326,0.084580,-0.000007,0.085099
1.760026,0.000325,0.084920,-0.000080,0.085042
1.765026,0.000325,0.085431,-0.000151,0.084956
1.770027,0.000324,0.085770,-0.000222,0.084896
1.775027,0.000322,0.086279,-0.000293,0.084809
1.780027,0.000321,0.086619,-0.000363,0.084752
1.785027,0.000319,0.087127,-0.000429,0.084670
1.790028,0.000316,0.087466,-0.000490,0.084616
1.795028,0.000314,0.087973,-0.000542,0.084547
1.800028,0.000311,0.088311,-0.000581,0.084515
1.805028,0.000308,0.091004,-0.000611,0.069814
1.810029,0.000305,0.091284,-0.000636,0.069791
1.815029,0.000302,0.091702,-0.000663,0.069763
1.820029,0.000298,0.091981,-0.000695,0.069740
1.825029,0.000295,0.092400,-0.000730,0.069701
1.830029,0.000291,0.092678,-0.000765,0.069673
1.835030,0.000287,0.093096,-0.000797,0.069632
1.840030,0.000283,0.093375,-0.000819,0.069610
1.845030,0.000279,0.093792,-0.000825,0.069593
1.850030,0.000275,0.094071,-0.000815,0.069592
1.855031,0.000271,0.094488,-0.000788,0.069615
1.860031,0.000267,0.094767,-0.000746,0.069653
1.865031,0.000263,0.095185,-0.000694,0.069712
1.870031,0.000260,0.095464,-0.000635,0.069750
1.875032,0.000257,0.095882,-0.000575,0.069823
1.880032,0.000254,0.096162,-0.000520,0.069855
1.885032,0.000252,0.096581,-0.000472,0.069913
1.890032,0.000250,0.096861,-0.000427,0.069942
1.895033,0.000248,0.097280,-0.000380,0.069992
1.900033,0.000246,0.097560,-0.000323,0.070036
1.905033,0.000244,0.089570,-0.000252,0.023031
1.910033,0.000243,0.089661,-0.000168,0.023123
1.915033,0.000243,0.089800,-0.000072,0.023234
1.920034,0.000243,0.089893,0.000032,0.023303
1.925034,0.000243,0.090033,0.000138,0.023432
1.930034,0.000244,0.090127,0.000242,0.023517
1.935034,0.000246,0.090269,0.000340,0.023640
1.940035,0.000248,0.090363,0.000432,0.023716
1.945035,0.000250,0.090506,0.000518,0.023825
1.950035,0.000253,0.090601,0.000600,0.023911
1.955035,0.000256,0.090745,0.000680,0.024015
1.960036,0.000260,0.090841,0.000760,0.024037
1.965036,0.000264,0.090985,0.000840,0.024129
1.970036,0.000268,0.091082,0.000923,0.024182
1.975036,0.000273,0.091227,0.001006,0.024275
1.980036,0.000279,0.091324,0.001090,0.024285
1.985037,0.000284,0.091469,0.001169,0.024364
1.990037,0.000290,0.091568,0.001239,0.024549
1.995037,0.000297,0.091716,0.001294,0.024635
2.000037,0.000303,0.091813,0.001332,0.024589
2.005037,0.000310,0.086797,0.001353,-0.032987
2.010037,0.000317,0.086667,0.001358,-0.033016
2.015036,0.000324,0.086469,0.001350,-0.033033
2.020036,0.000330,0.086336,0.001332,-0.033014
2.025036,0.000337,0.086138,0.001306,-0.033045
2.030035,0.000343,0.086006,0.001273,-0.033074
2.035035,0.000350,0.085807,0.001233,-0.033134
2.040035,0.000356,0.085674,0.001191,-0.033216
2.045034,0.000361,0.085475,0.001148,-0.033327
2.050034,0.000367,0.085342,0.001105,-0.033344
2.055033,0.000372,0.085142,0.001060,-0.033479
2.060033,0.000378,0.085006,0.001010,-0.033829
2.065033,0.000382,0.084803,0.000951,-0.034146
2.070032,0.000387,0.084673,0.000880,-0.033259
2.075032,0.000391,0.084473,0.000794,-0.033259
2.080032,0.000395,0.084341,0.000692,-0.033128
2.085031,0.000398,0.084142,0.000572,-0.033081
2.090031,0.000400,0.083995,0.000436,-0.035135
2.095031,0.000402,0.083783,0.000286,-0.035844
2.100030,0.000403,0.083649,0.000123,-0.034977
2.105030,0.000403,0.091995,-0.000048,0.034873
2.110029,0.000402,0.092139,-0.000221,0.034472
2.115029,0.000401,0.092345,-0.000393,0.034042
2.120029,0.000398,0.092490,-0.000565,0.031497
2.125028,0.000395,0.092677,-0.000737,0.030229
2.130028,0.000391,0.092798,-0.000904,0.029606
2.135028,0.000386,0.092973,-0.001067,0.028285
2.140027,0.000380,0.093121,-0.001217,0.032459
2.145027,0.000373,0.093317,-0.001350,0.032694
2.150027,0.000366,0.093455,-0.001469,0.033727
2.155026,0.000359,0.093658,-0.001573,0.034314
2.160026,0.000351,0.093769,-0.001662,0.031814
2.165025,0.000342,0.093960,-0.001738,0.031544
2.170025,0.000333,0.094139,-0.001801,0.037068
2.175025,0.000324,0.094365,-0.001858,0.038646
2.180024,0.000314,0.094420,-0.001918,0.029389
2.185024,0.000305,0.094593,-0.001982,0.027668
2.190024,0.000295,0.094685,-0.002051,0.024659
2.195023,0.000284,0.094828,-0.002118,0.022265
2.200023,0.000273,0.095000,-0.002181,0.029235
2.205023,0.000262,0.104115,-0.002238,0.011592
2.210022,0.000251,0.104094,-0.002286,0.013637
2.215022,0.000239,0.104178,-0.002325,0.014629
2.220021,0.000228,0.104265,-0.002357,0.011129
2.225021,0.000216,0.104331,-0.002385,0.010659
2.230021,0.000204,0.104398,-0.002413,0.018009
2.235020,0.000192,0.104511,-0.002437,0.020159
2.240020,0.000179,0.104538,-0.002457,0.014021
2.245020,0.000167,0.104621,-0.002472,0.013648
2.250019,0.000155,0.104729,-0.002482,0.019414
2.255019,0.000142,0.104848,-0.002488,0.021063
2.260019,0.000130,0.105022,-0.002487,0.031378
2.265018,0.000117,0.105220,-0.002471,0.036164
2.270018,0.000105,0.105294,-0.002436,0.032058
2.275017,0.000093,0.105492,-0.002381,0.034478
