time, Quad.Est.E.Pos, Quad.Est.S.Z
4.604849,0.061819,0.470253
4.609848,0.061859,0.470443
4.614848,0.061892,0.470735
4.619848,0.061911,0.470935
4.624847,0.061953,0.471242
4.629847,0.061981,0.471452
4.634847,0.062024,0.471776
4.639846,0.062049,0.471998
4.644846,0.062092,0.472339
4.649846,0.062127,0.472573
4.654845,0.062178,0.472933
4.659845,0.062240,0.473179
4.664845,0.062311,0.473558
4.669844,0.062365,0.473817
4.674844,0.062443,0.474217
4.679843,0.062481,0.474490
4.684843,0.062557,0.474911
4.689843,0.062606,0.475199
4.694842,0.062685,0.475642
4.699842,0.062733,0.475945
4.704842,0.024668,0.473351
4.709841,0.024841,0.473540
4.714841,0.025133,0.473830
4.719841,0.025357,0.474029
4.724840,0.025740,0.474334
4.729840,0.026024,0.474543
4.734839,0.026489,0.474865
4.739839,0.026823,0.475085
4.744839,0.027361,0.475424
4.749838,0.027740,0.475656
4.754838,0.028343,0.476014
4.759838,0.028766,0.476258
4.764837,0.029429,0.476635
4.769837,0.029888,0.476893
4.774837,0.030603,0.477290
4.779836,0.031095,0.477561
4.784836,0.031857,0.477979
4.789835,0.032380,0.478265
4.794835,0.033184,0.478706
4.799835,0.033733,0.479007
4.804834,0.029449,0.476430
4.809834,0.029720,0.476617
4.814834,0.030182,0.476905
4.819833,0.030502,0.477102
4.824833,0.030999,0.477406
4.829833,0.031343,0.477614
4.834832,0.031874,0.477933
4.839832,0.032236,0.478152
4.844831,0.032794,0.478489
4.849831,0.033175,0.478720
4.854831,0.033759,0.479075
4.859830,0.034152,0.479318
4.864830,0.034756,0.479692
4.869830,0.035172,0.479948
4.874829,0.035801,0.480343
4.879829,0.036229,0.480613
4.884829,0.036880,0.481028
4.889828,0.037320,0.481312
4.894828,0.037989,0.481750
4.899827,0.038439,0.482049
4.904827,0.029600,0.479488
4.909827,0.029749,0.479674
4.914826,0.030021,0.479960
4.919826,0.030222,0.480156
4.924826,0.030483,0.480458
4.929825,0.030661,0.480664
4.934825,0.030931,0.480982
