MsgID.LOCAL_VELOCITY,95.2690000,-0.0000212,-0.0000075,0.0000107
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924791,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,95.5190000,-0.1561343,0.1558917,-0.0824992
MsgID.LOCAL_VELOCITY,95.5190000,-0.0000097,-0.0000142,0.0000122
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924790,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,95.7690000,-0.0104317,0.2661605,-0.0824992
MsgID.LOCAL_VELOCITY,95.7690000,-0.0000170,0.0000116,0.0000120
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924803,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924813,0.1270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.8700000
MsgID.LOCAL_POSITION,96.0190000,0.0986360,0.4263837,-0.1277508
MsgID.LOCAL_VELOCITY,96.0190000,-0.0004579,-0.0012870,-0.8748630
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924802,0.7720000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0200000,-3.2600000
MsgID.LOCAL_POSITION,96.2690000,-0.0288421,0.3237485,-0.7743112
MsgID.LOCAL_VELOCITY,96.2690000,-0.0127871,-0.0215060,-3.2666554
MsgID.GLOBAL_POSITION,0.0000000,-122.3974516,37.7924805,1.7460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.9200000
MsgID.LOCAL_POSITION,96.5190000,0.0063833,0.1437010,-1.7468026
MsgID.LOCAL_VELOCITY,96.5190000,0.0012949,-0.0072269,-3.9246995
MsgID.GLOBAL_POSITION,0.0000000,-122.3974509,37.7924814,2.7180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-4.0500000
MsgID.LOCAL_POSITION,96.7690000,0.1107285,0.2060966,-2.7182899
MsgID.LOCAL_VELOCITY,96.7690000,0.0028122,0.0132323,-4.0558276
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924814,17.9820000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0600000,0.9500000,-78.1800000
MsgID.LOCAL_POSITION,97.0190000,0.1083669,0.3997846,-17.9821548
MsgID.LOCAL_VELOCITY,97.0190000,-0.0643597,0.9531602,-78.1869049
MsgID.GLOBAL_POSITION,0.0000000,-122.3974470,37.7924808,35.6730000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1100000,0.3600000,-71.0400000
MsgID.LOCAL_POSITION,97.2690000,0.0449378,0.5529387,-35.6739120
MsgID.LOCAL_VELOCITY,97.2690000,-0.1162563,0.3632480,-71.0466843
MsgID.GLOBAL_POSITION,0.0000000,-122.3974454,37.7924801,53.4030000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1700000,-0.3200000,-63.3600000
MsgID.LOCAL_POSITION,97.5190000,-0.0375536,0.6949910,-53.4030495
MsgID.LOCAL_VELOCITY,97.5190000,-0.1730658,-0.3272165,-63.3695145
MsgID.GLOBAL_POSITION,0.0000000,-122.3974441,37.7924763,67.4180000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5700000,-0.0200000,-54.3300000
MsgID.LOCAL_POSITION,97.7700000,-0.4606503,0.8159604,-67.4183121
MsgID.LOCAL_VELOCITY,97.7700000,-1.5787998,-0.0275371,-54.3305931
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3974467,37.7924736,80.8900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3600000,-0.5100000,-48.4200000
MsgID.LOCAL_POSITION,98.0200000,-0.7596429,0.5820917,-80.8907547
MsgID.LOCAL_VELOCITY,98.0200000,-1.3651899,-0.5159230,-48.4236794
MsgID.GLOBAL_POSITION,0.0000000,-122.3974480,37.7924712,91.8110000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2800000,-0.4800000,-43.3500000
MsgID.LOCAL_POSITION,98.2700000,-1.0276617,0.4631819,-91.8118896
MsgID.LOCAL_VELOCITY,98.2700000,-1.2863312,-0.4861213,-43.3596764
MsgID.GLOBAL_POSITION,0.0000000,-122.3974482,37.7924679,102.4700000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2000000,-0.4500000,-38.1200000
MsgID.LOCAL_POSITION,98.5200000,-1.3948525,0.4501044,-102.4703140
MsgID.LOCAL_VELOCITY,98.5200000,-1.2047776,-0.4553012,-38.1225929
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924655,111.0040000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1300000,-0.4200000,-33.6400000
MsgID.LOCAL_POSITION,98.7700000,-1.6618743,0.3442364,-111.0208435
MsgID.LOCAL_VELOCITY,98.7700000,-1.1349013,-0.4288940,-33.6353989
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3974528,37.7924634,119.1610000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0600000,-0.4000000,-29.0300000
MsgID.LOCAL_POSITION,99.0200000,-1.8952713,0.0440056,-119.1618423
MsgID.LOCAL_VELOCITY,99.0200000,-1.0632144,-0.4018025,-29.0319252
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7924611,125.5770000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0000000,-0.3700000,-25.0800000
MsgID.LOCAL_POSITION,99.2700000,-2.1415327,-0.0368789,-125.5773621
MsgID.LOCAL_VELOCITY,99.2700000,-1.0016738,-0.3785455,-25.0800228
MsgID.GLOBAL_POSITION,0.0000000,-122.3974539,37.7924600,131.5610000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9300000,-0.3500000,-21.0000000
MsgID.LOCAL_POSITION,99.5200000,-2.2701192,-0.0552281,-131.5614929
MsgID.LOCAL_VELOCITY,99.5200000,-0.9382845,-0.3545899,-21.0094070
MsgID.GLOBAL_POSITION,0.0000000,-122.3974554,37.7924562,136.1470000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8800000,-0.3300000,-17.5000000
MsgID.LOCAL_POSITION,99.7700000,-2.6911349,-0.1875388,-136.1479645
MsgID.LOCAL_VELOCITY,99.7700000,-0.8836437,-0.3339403,-17.5005779
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3974575,37.7924542,140.2010000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8200000,-0.3100000,-13.9200000
MsgID.LOCAL_POSITION,100.0200000,-2.9111495,-0.3751810,-140.2016754
MsgID.LOCAL_VELOCITY,100.0200000,-0.8280344,-0.3129249,-13.9298420
MsgID.GLOBAL_POSITION,0.0000000,-122.3974568,37.7924541,143.1940000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7700000,-0.2900000,-10.7800000
MsgID.LOCAL_POSITION,100.2700000,-2.9241347,-0.3180252,-143.1941376
MsgID.LOCAL_VELOCITY,100.2700000,-0.7790347,-0.2944072,-10.7836990
MsgID.GLOBAL_POSITION,0.0000000,-122.3974575,37.7924514,145.5410000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7300000,-0.2700000,-7.6800000
MsgID.LOCAL_POSITION,100.5200000,-3.2206178,-0.3770533,-145.5415039
MsgID.LOCAL_VELOCITY,100.5200000,-0.7307387,-0.2761555,-7.6827383
MsgID.GLOBAL_POSITION,0.0000000,-122.3974584,37.7924496,147.0380000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6800000,-0.2600000,-4.9700000
MsgID.LOCAL_POSITION,100.7700000,-3.4200151,-0.4606997,-147.0388489
MsgID.LOCAL_VELOCITY,100.7700000,-0.6885284,-0.2602036,-4.9723167
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974588,37.7924476,147.9680000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6400000,-0.2400000,-2.1600000
MsgID.LOCAL_POSITION,101.0200000,-3.6409729,-0.4959519,-147.9687347
MsgID.LOCAL_VELOCITY,101.0200000,-0.6448756,-0.2437066,-2.1693389
MsgID.GLOBAL_POSITION,0.0000000,-122.3974581,37.7924461,148.1950000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6000000,-0.2200000,0.2800000
MsgID.LOCAL_POSITION,101.2700000,-3.8119006,-0.4343559,-148.1958313
MsgID.LOCAL_VELOCITY,101.2700000,-0.6067138,-0.2292850,0.2809814
MsgID.GLOBAL_POSITION,0.0000000,-122.3974608,37.7924444,147.8100000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5600000,-0.2100000,2.6900000
MsgID.LOCAL_POSITION,101.5200000,-4.0009241,-0.6739104,-147.8102570
MsgID.LOCAL_VELOCITY,101.5200000,-0.5691009,-0.2150706,2.6960883
MsgID.GLOBAL_POSITION,0.0000000,-122.3974610,37.7924429,146.9000000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5300000,-0.2000000,4.8200000
MsgID.LOCAL_POSITION,101.7700000,-4.1701226,-0.6900027,-146.9000549
MsgID.LOCAL_VELOCITY,101.7700000,-0.5358926,-0.2025207,4.8284392
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974598,37.7924431,145.3600000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5000000,-0.1800000,6.9800000
MsgID.LOCAL_POSITION,102.0200000,-4.1476784,-0.5843142,-145.3606873
MsgID.LOCAL_VELOCITY,102.0200000,-0.5022306,-0.1897995,6.9899778
MsgID.GLOBAL_POSITION,0.0000000,-122.3974600,37.7924420,143.4340000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4700000,-0.1700000,8.8800000
MsgID.LOCAL_POSITION,102.2700000,-4.2661161,-0.5956387,-143.4342804
MsgID.LOCAL_VELOCITY,102.2700000,-0.4726878,-0.1786348,8.8869219
MsgID.GLOBAL_POSITION,0.0000000,-122.3974609,37.7924408,140.9070000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4400000,-0.1600000,10.7700000
MsgID.LOCAL_POSITION,102.5200000,-4.3996525,-0.6807624,-140.9071350
MsgID.LOCAL_VELOCITY,102.5200000,-0.4432176,-0.1674977,10.7790613
MsgID.GLOBAL_POSITION,0.0000000,-122.3974621,37.7924399,138.0310000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4100000,-0.1500000,12.4800000
MsgID.LOCAL_POSITION,102.7710000,-4.5063806,-0.7905433,-138.0256195
MsgID.LOCAL_VELOCITY,102.7710000,-0.4165207,-0.1574087,12.4931355
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974648,37.7924390,134.6900000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3900000,-0.1400000,14.1200000
MsgID.LOCAL_POSITION,103.0210000,-4.6075134,-1.0267941,-134.6907196
MsgID.LOCAL_VELOCITY,103.0210000,-0.3911385,-0.1478164,14.1227999
MsgID.GLOBAL_POSITION,0.0000000,-122.3974651,37.7924381,130.9000000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2700000,-0.1300000,15.5100000
MsgID.LOCAL_POSITION,103.2710000,-4.7022285,-1.0570556,-130.8928986
MsgID.LOCAL_VELOCITY,103.2710000,-0.2784187,-0.1363818,15.5179977
MsgID.GLOBAL_POSITION,0.0000000,-122.3974661,37.7924384,127.0940000
MsgID.LOCAL_VELOCITY,0.0000000,0.4100000,-0.1000000,15.6700000
MsgID.LOCAL_POSITION,103.5210000,-4.6703486,-1.1404023,-127.0946808
MsgID.LOCAL_VELOCITY,103.5210000,0.4161903,-0.1066373,15.6769857
MsgID.GLOBAL_POSITION,0.0000000,-122.3974652,37.7924408,123.0620000
MsgID.LOCAL_VELOCITY,0.0000000,1.3300000,-0.0600000,15.4200000
MsgID.LOCAL_POSITION,103.7710000,-4.3994169,-1.0614746,-123.0626984
MsgID.LOCAL_VELOCITY,103.7710000,1.3300244,-0.0602653,15.4293394
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974654,37.7924451,119.3780000
MsgID.LOCAL_VELOCITY,0.0000000,2.1400000,-0.0200000,15.1800000
MsgID.LOCAL_POSITION,104.0210000,-3.9272771,-1.0832632,-119.3788910
MsgID.LOCAL_VELOCITY,104.0210000,2.1473153,-0.0292592,15.1831350
MsgID.GLOBAL_POSITION,0.0000000,-122.3974636,37.7924518,115.4820000
MsgID.LOCAL_VELOCITY,0.0000000,3.0600000,0.0000000,14.7600000
MsgID.LOCAL_POSITION,104.2710000,-3.1762908,-0.9225366,-115.4748840
MsgID.LOCAL_VELOCITY,104.2710000,3.0689735,0.0030988,14.7622948
MsgID.GLOBAL_POSITION,0.0000000,-122.3974623,37.7924586,111.9290000
MsgID.LOCAL_VELOCITY,0.0000000,3.7700000,-0.0400000,14.5200000
MsgID.LOCAL_POSITION,104.5210000,-2.4284279,-0.8068036,-111.9298401
MsgID.LOCAL_VELOCITY,104.5210000,3.7766507,-0.0462376,14.5267267
MsgID.GLOBAL_POSITION,0.0000000,-122.3974639,37.7924671,108.0940000
MsgID.LOCAL_VELOCITY,0.0000000,4.0200000,-0.1500000,14.2100000
MsgID.LOCAL_POSITION,104.7710000,-1.4819860,-0.9460956,-108.0868988
MsgID.LOCAL_VELOCITY,104.7710000,4.0212541,-0.1561558,14.2164679
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974652,37.7924750,104.7490000
MsgID.LOCAL_VELOCITY,0.0000000,3.4500000,-0.1300000,13.9500000
MsgID.LOCAL_POSITION,105.0210000,-0.5966550,-1.0588652,-104.7493668
MsgID.LOCAL_VELOCITY,105.0210000,3.4504454,-0.1353235,13.9519758
MsgID.GLOBAL_POSITION,0.0000000,-122.3974655,37.7924817,101.1540000
MsgID.LOCAL_VELOCITY,0.0000000,2.3200000,-0.2000000,13.6500000
MsgID.LOCAL_POSITION,105.2710000,0.1379555,-1.0908182,-101.1478653
MsgID.LOCAL_VELOCITY,105.2710000,2.3262355,-0.2039177,13.6564369
MsgID.GLOBAL_POSITION,0.0000000,-122.3974672,37.7924845,97.9000000
MsgID.LOCAL_VELOCITY,0.0000000,1.4000000,-0.7800000,13.3500000
MsgID.LOCAL_POSITION,105.5210000,0.4560678,-1.2382653,-97.9006805
MsgID.LOCAL_VELOCITY,105.5210000,1.4032605,-0.7832404,13.3572350
MsgID.GLOBAL_POSITION,0.0000000,-122.3974696,37.7924867,94.4730000
MsgID.LOCAL_VELOCITY,0.0000000,0.6900000,-1.5200000,13.0500000
MsgID.LOCAL_POSITION,105.7710000,0.6975062,-1.4519272,-94.4736633
MsgID.LOCAL_VELOCITY,105.7710000,0.6906188,-1.5260543,13.0516272
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974730,37.7924883,91.3680000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,-2.0000000,12.8300000
MsgID.LOCAL_POSITION,106.0210000,0.8727617,-1.7558457,-91.3682861
MsgID.LOCAL_VELOCITY,106.0210000,-0.0557136,-2.0016716,12.8388462
MsgID.GLOBAL_POSITION,0.0000000,-122.3974811,37.7924875,88.0550000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7500000,-2.0500000,12.5700000
MsgID.LOCAL_POSITION,106.2710000,0.7883154,-2.4790618,-88.0551224
MsgID.LOCAL_VELOCITY,106.2710000,-0.7536979,-2.0534699,12.5738420
MsgID.LOCAL_POSITION,106.5220000,0.6101936,-2.9527228,-85.1344910
MsgID.LOCAL_VELOCITY,106.5220000,-1.0280944,-1.8884737,12.3128748
MsgID.GLOBAL_POSITION,0.0000000,-122.3974865,37.7924859,85.1340000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0200000,-1.8800000,12.3100000
MsgID.LOCAL_POSITION,106.7720000,0.3324138,-3.2732489,-81.9185638
MsgID.LOCAL_VELOCITY,106.7720000,-1.0253646,-1.8409346,12.0566158
MsgID.GLOBAL_POSITION,0.0000000,-122.3974901,37.7924834,81.9180000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0200000,-1.8400000,12.0500000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,107.0220000,0.1112200,-3.7203438,-79.1447601
MsgID.LOCAL_VELOCITY,107.0220000,-0.8442706,-1.8013124,11.8346939
MsgID.GLOBAL_POSITION,0.0000000,-122.3974951,37.7924814,79.1440000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8400000,-1.8000000,11.8300000
MsgID.LOCAL_POSITION,107.2720000,-0.0721194,-4.4791231,-76.0712967
MsgID.LOCAL_VELOCITY,107.2720000,-0.5344633,-1.9215922,11.5839367
MsgID.GLOBAL_POSITION,0.0000000,-122.3975036,37.7924798,76.0710000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5300000,-1.9200000,11.5800000
MsgID.LOCAL_POSITION,107.5220000,-0.1635086,-4.8050332,-73.3760300
MsgID.LOCAL_VELOCITY,107.5220000,-0.2525612,-1.8236700,11.3829184
MsgID.GLOBAL_POSITION,0.0000000,-122.3975073,37.7924789,73.3760000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2500000,-1.8200000,11.3800000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975113,37.7924784,70.4140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-1.9200000,11.0700000
MsgID.LOCAL_POSITION,107.7720000,-0.2251878,-5.1575580,-70.4148636
MsgID.LOCAL_VELOCITY,107.7720000,0.0110263,-1.9229548,11.0796366
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3975177,37.7924775,67.8100000
MsgID.LOCAL_VELOCITY,0.0000000,0.1600000,-2.0100000,10.9500000
MsgID.LOCAL_POSITION,108.0220000,-0.3282861,-5.7296095,-67.8107300
MsgID.LOCAL_VELOCITY,108.0220000,0.1693634,-2.0149004,10.9585361
MsgID.GLOBAL_POSITION,0.0000000,-122.3975259,37.7924783,64.9400000
MsgID.LOCAL_VELOCITY,0.0000000,0.3500000,-2.0700000,10.6600000
MsgID.LOCAL_POSITION,108.2720000,-0.2309069,-6.4578829,-64.9348907
